"sep=;"
Kunder
Forsikringsnummer;Etternavn;Fornavn;Kunde siden;Fakturaadresse;Ubetalte erstatninger
17874;3555.0;2005-02-08;8800.0;asdf;217875;Skeie,Mohammad;asdfasdf;agareg;asdf;25;2017;dasdfasdf;157
15845;9731.0;2011-09-06;5991.0;asdf;215846;Bjørvik,Erik;asdfasdf;agareg;asdf;27;1976;dasdfasdf;16
16550;618.0;2007-05-02;9845.0;asdf;216551;Hoff,Johanna;asdfasdf;agareg;asdf;22;1992;dasdfasdf;193
12310;3616.0;2009-01-12;9935.0;asdf;212311;Huynh,Vebjørn;asdfasdf;agareg;asdf;18;1970;dasdfasdf;27
15965;4186.0;2017-04-17;2545.0;asdf;215966;Drange,Sander;asdfasdf;agareg;asdf;15;1985;dasdfasdf;27
10315;3988.0;2000-10-19;9764.0;asdf;210316;Bjørndal,Johanna;asdfasdf;agareg;asdf;15;1990;dasdfasdf;157
10959;7543.0;2000-12-01;9893.0;asdf;210960;Iversen,Julie;asdfasdf;agareg;asdf;19;1971;dasdfasdf;133
16941;2242.0;1999-06-23;1462.0;asdf;216942;Rusten,Johannes;asdfasdf;agareg;asdf;7;1969;dasdfasdf;148
12931;6542.0;1996-09-01;6020.0;asdf;212932;Sletvold,Martin;asdfasdf;agareg;asdf;14;1998;dasdfasdf;73
12406;1711.0;2015-01-17;9003.0;asdf;212407;Årseth,Lukas;asdfasdf;agareg;asdf;26;1972;dasdfasdf;65
14115;9849.0;2017-12-26;6358.0;asdf;214116;Standal,Dennis;asdfasdf;agareg;asdf;14;1986;dasdfasdf;131
19613;7940.0;2005-09-24;2157.0;asdf;219614;Flåten,Mia;asdfasdf;agareg;asdf;10;1966;dasdfasdf;52
14105;1101.0;2002-08-15;3486.0;asdf;214106;Øyen,Thea;asdfasdf;agareg;asdf;27;1967;dasdfasdf;142
15006;7810.0;2002-01-11;205.0;asdf;215007;Borgersen,Martine;asdfasdf;agareg;asdf;10;1979;dasdfasdf;166
12827;9954.0;2004-04-28;9999.0;asdf;212828;Kristiansen,Elise;asdfasdf;agareg;asdf;18;1997;dasdfasdf;112
14726;9357.0;2010-04-15;3347.0;asdf;214727;Nørstebø,Lucas;asdfasdf;agareg;asdf;10;1992;dasdfasdf;64
15891;8896.0;2019-03-01;7217.0;asdf;215892;Engeset,Hussein;asdfasdf;agareg;asdf;6;1984;dasdfasdf;26
15004;4976.0;2010-01-06;5117.0;asdf;215005;Sæther,Maja;asdfasdf;agareg;asdf;6;1984;dasdfasdf;129
17645;9171.0;2013-12-20;4084.0;asdf;217646;Berg,Ulrik;asdfasdf;agareg;asdf;31;2001;dasdfasdf;52
17879;501.0;2002-11-05;7399.0;asdf;217880;Engeset,Angela;asdfasdf;agareg;asdf;28;1983;dasdfasdf;170
14359;9712.0;2012-04-18;9868.0;asdf;214360;Løberg,Patrick;asdfasdf;agareg;asdf;11;1969;dasdfasdf;40
19015;5688.0;2016-02-10;8688.0;asdf;219016;Nesheim,Ida;asdfasdf;agareg;asdf;26;2018;dasdfasdf;55
16003;1665.0;2000-02-25;7048.0;asdf;216004;Kanestrøm,Marie;asdfasdf;agareg;asdf;7;1995;dasdfasdf;132
10114;9936.0;1996-12-28;5637.0;asdf;210115;Rørvik,Noor;asdfasdf;agareg;asdf;14;1962;dasdfasdf;5
19059;9688.0;1998-06-02;2169.0;asdf;219060;Johannessen,Sandra;asdfasdf;agareg;asdf;7;1992;dasdfasdf;64
18238;7072.0;2006-03-27;1128.0;asdf;218239;Arnesen,Mathias;asdfasdf;agareg;asdf;32;2017;dasdfasdf;7
18778;7602.0;1999-10-12;4602.0;asdf;218779;Forsberg,Selma;asdfasdf;agareg;asdf;22;1986;dasdfasdf;7
19111;9054.0;1995-05-19;9147.0;asdf;219112;Nyheim,Kristian;asdfasdf;agareg;asdf;15;2001;dasdfasdf;36
19870;3452.0;2002-01-20;6356.0;asdf;219871;Sæther,Mathea;asdfasdf;agareg;asdf;29;2016;dasdfasdf;115
14587;428.0;2019-01-01;750.0;asdf;214588;Karlsen,Victor;asdfasdf;agareg;asdf;20;2005;dasdfasdf;78
19792;8761.0;2013-07-28;1793.0;asdf;219793;Karlsrud,Mathias;asdfasdf;agareg;asdf;16;1978;dasdfasdf;14
17830;822.0;2010-05-02;9113.0;asdf;217831;Lea,Daniel;asdfasdf;agareg;asdf;13;1996;dasdfasdf;197
10032;7100.0;1999-06-13;33.0;asdf;210033;Bjørkli,Trygve;asdfasdf;agareg;asdf;8;1982;dasdfasdf;164
18889;5828.0;2002-03-23;2470.0;asdf;218890;Jakobsen,Ayman;asdfasdf;agareg;asdf;10;1969;dasdfasdf;200
14642;1868.0;1998-11-24;7484.0;asdf;214643;Rørvik,Amelia;asdfasdf;agareg;asdf;19;1986;dasdfasdf;187
17871;7816.0;2000-06-09;6528.0;asdf;217872;Michaelsen,Emil;asdfasdf;agareg;asdf;23;1998;dasdfasdf;42
14962;5205.0;2004-12-26;2844.0;asdf;214963;Johansen,Andrea;asdfasdf;agareg;asdf;34;1987;dasdfasdf;135
12033;5019.0;2007-02-13;3384.0;asdf;212034;Norheim,Kenan;asdfasdf;agareg;asdf;33;1984;dasdfasdf;64
10375;9889.0;1996-11-18;2885.0;asdf;210376;Olsen,Kristian;asdfasdf;agareg;asdf;11;2013;dasdfasdf;144
16360;9587.0;2014-12-02;3553.0;asdf;216361;Ness,Tia;asdfasdf;agareg;asdf;12;2011;dasdfasdf;145
17894;7818.0;1999-02-01;5115.0;asdf;217895;Hatteland,Karen;asdfasdf;agareg;asdf;27;1996;dasdfasdf;19
13562;1479.0;1999-05-06;3747.0;asdf;213563;Semb,Mikael;asdfasdf;agareg;asdf;13;1975;dasdfasdf;180
16953;336.0;1999-01-04;7059.0;asdf;216954;Sørensen,Emma;asdfasdf;agareg;asdf;29;2005;dasdfasdf;126
19073;5788.0;2015-06-13;228.0;asdf;219074;Amundsen,Casper;asdfasdf;agareg;asdf;15;1995;dasdfasdf;160
10783;8558.0;2009-12-22;7395.0;asdf;210784;Bergland,Andreas;asdfasdf;agareg;asdf;18;1992;dasdfasdf;164
12750;9948.0;2000-06-02;7331.0;asdf;212751;Jørgensen,Eline;asdfasdf;agareg;asdf;25;1988;dasdfasdf;115
12847;3016.0;2012-04-10;4763.0;asdf;212848;Melby,Gabriel;asdfasdf;agareg;asdf;27;1990;dasdfasdf;104
14451;9332.0;2019-09-03;759.0;asdf;214452;Øvrevik,Muhammad;asdfasdf;agareg;asdf;16;2002;dasdfasdf;69
12360;9830.0;2004-07-19;2247.0;asdf;212361;Haugom,Andrine;asdfasdf;agareg;asdf;28;1989;dasdfasdf;155
14878;9774.0;2016-05-28;3506.0;asdf;214879;Dale,Tuva;asdfasdf;agareg;asdf;34;1969;dasdfasdf;41
18738;8935.0;2017-08-18;1508.0;asdf;218739;Øen,Isabel;asdfasdf;agareg;asdf;29;2010;dasdfasdf;64
15943;4406.0;2010-11-13;2363.0;asdf;215944;Grimstad,Hedda;asdfasdf;agareg;asdf;19;1976;dasdfasdf;65
11397;5537.0;2010-03-16;3183.0;asdf;211398;Ellefsen,Even;asdfasdf;agareg;asdf;34;1981;dasdfasdf;65
18967;5645.0;2007-10-09;2068.0;asdf;218968;Johannessen,Sofia;asdfasdf;agareg;asdf;31;1983;dasdfasdf;82
15242;4311.0;2017-05-19;9550.0;asdf;215243;Flåten,Alva;asdfasdf;agareg;asdf;9;1961;dasdfasdf;9
10854;6054.0;2015-05-14;5061.0;asdf;210855;Bjørkheim,Thea;asdfasdf;agareg;asdf;17;1982;dasdfasdf;14
12910;1073.0;2015-06-15;5010.0;asdf;212911;Ellefsen,Alexander;asdfasdf;agareg;asdf;21;1998;dasdfasdf;90
12555;3646.0;2006-01-06;4654.0;asdf;212556;Håland,Hilde;asdfasdf;agareg;asdf;10;1988;dasdfasdf;142
14155;2688.0;2015-12-23;8027.0;asdf;214156;Anwar,Anna;asdfasdf;agareg;asdf;32;1994;dasdfasdf;133
18051;1928.0;2003-02-12;9257.0;asdf;218052;Kristiansen,Halvard;asdfasdf;agareg;asdf;27;2001;dasdfasdf;18
14306;32.0;2004-10-23;1860.0;asdf;214307;Giske,Odin;asdfasdf;agareg;asdf;18;1989;dasdfasdf;179
12063;7815.0;2004-06-22;5134.0;asdf;212064;Aabel,Hedda;asdfasdf;agareg;asdf;26;1974;dasdfasdf;123
10482;8757.0;2016-09-06;4907.0;asdf;210483;Eriksen,Eli;asdfasdf;agareg;asdf;31;1980;dasdfasdf;132
19397;836.0;2014-12-22;2882.0;asdf;219398;Pedersen,Alexander;asdfasdf;agareg;asdf;13;2006;dasdfasdf;7
14223;2026.0;2005-08-20;197.0;asdf;214224;Braathen,Emilie;asdfasdf;agareg;asdf;18;1960;dasdfasdf;55
13282;1341.0;2009-05-01;9276.0;asdf;213283;Hansen,Karolina;asdfasdf;agareg;asdf;21;1989;dasdfasdf;24
16306;6033.0;1998-07-16;2563.0;asdf;216307;Rørvik,Jacob;asdfasdf;agareg;asdf;10;1975;dasdfasdf;60
15260;9434.0;2010-08-25;7993.0;asdf;215261;Bekkelund,William;asdfasdf;agareg;asdf;31;1984;dasdfasdf;131
19499;3602.0;1998-09-10;2166.0;asdf;219500;Aker,Vanessa;asdfasdf;agareg;asdf;24;1981;dasdfasdf;111
14938;3454.0;2011-11-04;8631.0;asdf;214939;Vollan,Benjamin;asdfasdf;agareg;asdf;10;2017;dasdfasdf;72
19358;6157.0;2003-10-21;3479.0;asdf;219359;Torkelsen,Amanda;asdfasdf;agareg;asdf;19;1997;dasdfasdf;99
16990;530.0;2005-01-20;1953.0;asdf;216991;Østgård,Arthur;asdfasdf;agareg;asdf;19;1968;dasdfasdf;194
16932;8898.0;2004-10-16;3809.0;asdf;216933;Smith,Martin;asdfasdf;agareg;asdf;13;1978;dasdfasdf;165
11984;5162.0;2007-10-14;2282.0;asdf;211985;Gjøsund,Olav;asdfasdf;agareg;asdf;11;2018;dasdfasdf;150
18413;8797.0;1995-12-08;9882.0;asdf;218414;Karlsrud,Vetle;asdfasdf;agareg;asdf;31;2006;dasdfasdf;73
14779;1885.0;2002-12-21;2019.0;asdf;214780;Krogstad,Angelica;asdfasdf;agareg;asdf;34;1962;dasdfasdf;133
19278;3506.0;1999-07-11;6104.0;asdf;219279;Skeie,Agathe;asdfasdf;agareg;asdf;9;1976;dasdfasdf;192
16066;3570.0;2015-08-08;8401.0;asdf;216067;Hestvik,Mats;asdfasdf;agareg;asdf;35;2017;dasdfasdf;24
12711;7298.0;2001-01-02;4226.0;asdf;212712;Gravdahl,Andreas;asdfasdf;agareg;asdf;9;2002;dasdfasdf;78
12849;9714.0;1999-05-16;6588.0;asdf;212850;Andersen,Julia;asdfasdf;agareg;asdf;20;2012;dasdfasdf;133
14864;6728.0;1999-10-03;2757.0;asdf;214865;Gulbrandsen,Sofie;asdfasdf;agareg;asdf;32;1960;dasdfasdf;170
11912;5006.0;2008-11-22;962.0;asdf;211913;Refsdal,Sander;asdfasdf;agareg;asdf;29;1982;dasdfasdf;68
12321;9659.0;2011-02-24;3889.0;asdf;212322;Husum,Helene;asdfasdf;agareg;asdf;8;1991;dasdfasdf;71
15729;1406.0;2019-08-15;1801.0;asdf;215730;Larsen,Mia;asdfasdf;agareg;asdf;29;1962;dasdfasdf;48
15042;5657.0;2019-02-27;9844.0;asdf;215043;Sveum,Abdullah;asdfasdf;agareg;asdf;9;1982;dasdfasdf;41
14710;1956.0;1998-08-03;8963.0;asdf;214711;Øksendal,Didrik;asdfasdf;agareg;asdf;5;1982;dasdfasdf;35
13373;7216.0;2005-06-11;5668.0;asdf;213374;Wilhelmsen,Nora;asdfasdf;agareg;asdf;22;1997;dasdfasdf;160
12677;7169.0;2012-06-04;5196.0;asdf;212678;Lillevik,Ayla;asdfasdf;agareg;asdf;13;2003;dasdfasdf;120
19341;267.0;2005-11-04;9465.0;asdf;219342;Kvam,Håkon;asdfasdf;agareg;asdf;9;2008;dasdfasdf;6
14908;3343.0;2009-05-09;125.0;asdf;214909;Knudsen,Malene;asdfasdf;agareg;asdf;11;2008;dasdfasdf;111
16059;2429.0;2010-12-18;6477.0;asdf;216060;Solheim,Truls;asdfasdf;agareg;asdf;22;1979;dasdfasdf;188
19818;9858.0;1996-05-08;3783.0;asdf;219819;Karlsen,Maja;asdfasdf;agareg;asdf;17;1964;dasdfasdf;36
19080;3900.0;2002-04-12;8172.0;asdf;219081;Berg,Oliver;asdfasdf;agareg;asdf;34;1988;dasdfasdf;180
12063;7446.0;2000-09-14;4640.0;asdf;212064;Landro,Henrik;asdfasdf;agareg;asdf;34;2009;dasdfasdf;95
12457;3584.0;2005-02-12;6516.0;asdf;212458;Pedersen,Victoria;asdfasdf;agareg;asdf;35;1988;dasdfasdf;176
10226;4764.0;2002-02-19;9348.0;asdf;210227;Sogn,Teodor;asdfasdf;agareg;asdf;8;2009;dasdfasdf;161
17953;5544.0;2017-03-12;364.0;asdf;217954;Andresen,Sander;asdfasdf;agareg;asdf;18;2002;dasdfasdf;24
12469;4239.0;2009-04-22;1629.0;asdf;212470;Anti,William;asdfasdf;agareg;asdf;6;2016;dasdfasdf;37
13720;5351.0;2007-05-09;2846.0;asdf;213721;Medhus,Mariell;asdfasdf;agareg;asdf;17;2005;dasdfasdf;151
17138;8638.0;2003-07-10;2379.0;asdf;217139;Aanonsen,Silje;asdfasdf;agareg;asdf;18;1976;dasdfasdf;185
10108;5524.0;1998-10-02;6690.0;asdf;210109;Olsen,Jakob;asdfasdf;agareg;asdf;19;1999;dasdfasdf;38
11767;4551.0;2018-05-10;4966.0;asdf;211768;Seldal,Kristian;asdfasdf;agareg;asdf;21;1968;dasdfasdf;51
17576;8919.0;2015-01-09;6632.0;asdf;217577;Brastad,Theo;asdfasdf;agareg;asdf;16;1971;dasdfasdf;200
14554;8540.0;1997-04-21;7882.0;asdf;214555;Ruud,Mia;asdfasdf;agareg;asdf;26;2004;dasdfasdf;113
18258;3504.0;1995-10-22;140.0;asdf;218259;Bøe,Elise;asdfasdf;agareg;asdf;14;1977;dasdfasdf;148
15268;4445.0;2019-03-24;561.0;asdf;215269;Haugen,Oliver;asdfasdf;agareg;asdf;27;1964;dasdfasdf;175
10704;1937.0;2001-07-19;3663.0;asdf;210705;Sollid,Mathias;asdfasdf;agareg;asdf;7;2008;dasdfasdf;142
12066;7333.0;1998-04-19;3933.0;asdf;212067;Hovland,Petter;asdfasdf;agareg;asdf;14;2002;dasdfasdf;17
12302;8619.0;1997-05-04;3159.0;asdf;212303;Hanssen,Lotta;asdfasdf;agareg;asdf;28;2009;dasdfasdf;199
16995;9971.0;2018-02-15;8788.0;asdf;216996;Lie,Ailo;asdfasdf;agareg;asdf;17;1963;dasdfasdf;150
17926;9567.0;2019-07-14;4754.0;asdf;217927;Hovland,Ayla;asdfasdf;agareg;asdf;26;1972;dasdfasdf;9
17061;6337.0;2012-08-05;4038.0;asdf;217062;Gullaksen,Teja;asdfasdf;agareg;asdf;5;1960;dasdfasdf;19
18122;5984.0;2015-02-13;7962.0;asdf;218123;Haugland,Maja;asdfasdf;agareg;asdf;13;2009;dasdfasdf;41
15353;9877.0;2008-03-04;4403.0;asdf;215354;Nilsen,Mathea;asdfasdf;agareg;asdf;11;2007;dasdfasdf;165
17481;7853.0;2009-03-12;8279.0;asdf;217482;Sollie,Frida;asdfasdf;agareg;asdf;6;1970;dasdfasdf;47
17027;747.0;2015-02-12;6561.0;asdf;217028;Fossum,Arn;asdfasdf;agareg;asdf;29;2002;dasdfasdf;158
15156;2080.0;2002-11-23;9162.0;asdf;215157;Wang,Karen;asdfasdf;agareg;asdf;9;1966;dasdfasdf;106
12688;8604.0;1999-03-03;5184.0;asdf;212689;Arnesen,Amalie;asdfasdf;agareg;asdf;17;2018;dasdfasdf;158
15800;5442.0;2001-09-08;7109.0;asdf;215801;Johannessen,Alise;asdfasdf;agareg;asdf;10;1997;dasdfasdf;148
14367;2360.0;2011-04-26;4152.0;asdf;214368;Bell,Alise;asdfasdf;agareg;asdf;13;1961;dasdfasdf;98
11330;7114.0;1998-02-07;9532.0;asdf;211331;Lund,Sandra;asdfasdf;agareg;asdf;16;1982;dasdfasdf;29
19397;9666.0;2009-11-18;3974.0;asdf;219398;Ahmed,Oskar;asdfasdf;agareg;asdf;8;1974;dasdfasdf;156
13664;526.0;2002-01-15;9150.0;asdf;213665;Søfteland,Eirik;asdfasdf;agareg;asdf;30;1998;dasdfasdf;109
17895;4074.0;2014-05-17;5488.0;asdf;217896;Grøndahl,Theo;asdfasdf;agareg;asdf;28;1985;dasdfasdf;193
12496;8052.0;2005-05-15;3017.0;asdf;212497;Johannesen,Celine;asdfasdf;agareg;asdf;13;1969;dasdfasdf;50
19882;4104.0;1998-12-07;1813.0;asdf;219883;Thoresen,Didrik;asdfasdf;agareg;asdf;28;2018;dasdfasdf;28
16412;965.0;2010-04-21;3467.0;asdf;216413;Arnesen,Lara;asdfasdf;agareg;asdf;16;1984;dasdfasdf;125
14220;7114.0;2005-08-17;3580.0;asdf;214221;Eriksen,Mathias;asdfasdf;agareg;asdf;29;2012;dasdfasdf;68
18577;4507.0;1998-12-26;6754.0;asdf;218578;Alsos,Emil;asdfasdf;agareg;asdf;17;1997;dasdfasdf;198
19534;6835.0;2019-10-09;3071.0;asdf;219535;Hansen,Nora;asdfasdf;agareg;asdf;11;2018;dasdfasdf;81
14771;6882.0;2012-07-28;4915.0;asdf;214772;Dahl,Elsa;asdfasdf;agareg;asdf;21;1973;dasdfasdf;41
10449;2009.0;2002-01-13;9017.0;asdf;210450;Borchgrevink,Oda;asdfasdf;agareg;asdf;32;1977;dasdfasdf;114
13275;3846.0;2006-11-01;7818.0;asdf;213276;Dahl,Marius;asdfasdf;agareg;asdf;9;1986;dasdfasdf;44
18411;628.0;2007-08-27;7343.0;asdf;218412;Rønning,Marie;asdfasdf;agareg;asdf;12;2007;dasdfasdf;144
17331;6666.0;2019-02-05;4950.0;asdf;217332;Dale,Una;asdfasdf;agareg;asdf;24;2016;dasdfasdf;162
15004;8776.0;2005-03-28;3936.0;asdf;215005;Østgård,Joakim;asdfasdf;agareg;asdf;29;1972;dasdfasdf;45
16798;2047.0;2009-12-09;1760.0;asdf;216799;Andersen,Nora;asdfasdf;agareg;asdf;30;1981;dasdfasdf;161
11935;5391.0;2012-10-15;138.0;asdf;211936;Andersen,Iben;asdfasdf;agareg;asdf;17;2012;dasdfasdf;169
11781;8944.0;2003-12-03;5913.0;asdf;211782;Bye,Emilija;asdfasdf;agareg;asdf;5;1988;dasdfasdf;123
16670;7643.0;1998-04-18;5681.0;asdf;216671;Berg,Oliver;asdfasdf;agareg;asdf;33;1971;dasdfasdf;12
17066;1510.0;1997-07-15;1952.0;asdf;217067;Østgård,Eliah;asdfasdf;agareg;asdf;22;1979;dasdfasdf;69
14196;4526.0;2012-05-21;2030.0;asdf;214197;Halland,Ada;asdfasdf;agareg;asdf;26;2014;dasdfasdf;103
13698;2835.0;1996-09-15;4544.0;asdf;213699;Sundby,Amalie;asdfasdf;agareg;asdf;28;1964;dasdfasdf;23
15424;5783.0;1999-11-03;3260.0;asdf;215425;Hestad,Torstein;asdfasdf;agareg;asdf;8;2011;dasdfasdf;105
15200;2370.0;1995-10-02;2221.0;asdf;215201;Johnsen,Sanna;asdfasdf;agareg;asdf;16;1991;dasdfasdf;39
15990;6937.0;2009-08-02;892.0;asdf;215991;Olsen,Thea;asdfasdf;agareg;asdf;7;1977;dasdfasdf;91
16656;7639.0;2010-08-01;1026.0;asdf;216657;Nilsen,Ingrid;asdfasdf;agareg;asdf;14;1981;dasdfasdf;123
10028;5904.0;2011-08-13;8037.0;asdf;210029;Strøm,Celina;asdfasdf;agareg;asdf;17;2016;dasdfasdf;50
17953;1540.0;2013-07-15;6740.0;asdf;217954;Fischer,Olav;asdfasdf;agareg;asdf;20;1967;dasdfasdf;158
19666;4397.0;1997-11-21;6424.0;asdf;219667;Bakken,Vetle;asdfasdf;agareg;asdf;18;1991;dasdfasdf;76
14106;4674.0;2003-11-09;8025.0;asdf;214107;Jama,Eva;asdfasdf;agareg;asdf;29;2007;dasdfasdf;94
19191;5141.0;2005-04-19;62.0;asdf;219192;Andorsen,Ulrik;asdfasdf;agareg;asdf;14;2009;dasdfasdf;113
17741;1850.0;2008-08-16;583.0;asdf;217742;Myren,Mathias;asdfasdf;agareg;asdf;30;1972;dasdfasdf;158
15133;8580.0;1996-01-28;1718.0;asdf;215134;Kilen,Ida;asdfasdf;agareg;asdf;26;1986;dasdfasdf;192
11343;8101.0;2016-05-17;3824.0;asdf;211344;Indrebø,Kasper;asdfasdf;agareg;asdf;31;1971;dasdfasdf;160
15958;2702.0;2003-07-06;629.0;asdf;215959;Arntsen,Nora;asdfasdf;agareg;asdf;27;1975;dasdfasdf;20
19470;4506.0;2009-01-25;9863.0;asdf;219471;Vik,Abdullah;asdfasdf;agareg;asdf;29;1966;dasdfasdf;79
16899;4884.0;2001-01-01;5538.0;asdf;216900;Andersen,Markus;asdfasdf;agareg;asdf;21;2004;dasdfasdf;118
15274;5878.0;2005-12-26;387.0;asdf;215275;Sleire,Julian;asdfasdf;agareg;asdf;25;1990;dasdfasdf;37
15973;569.0;2015-11-26;8191.0;asdf;215974;Nygård,Nora;asdfasdf;agareg;asdf;7;1965;dasdfasdf;100
14065;6487.0;2003-04-18;6407.0;asdf;214066;Karlsen,Jens;asdfasdf;agareg;asdf;32;1986;dasdfasdf;165
17319;3413.0;2012-10-12;1166.0;asdf;217320;Rørvik,Falk;asdfasdf;agareg;asdf;30;1968;dasdfasdf;199
13667;6592.0;2017-09-02;8332.0;asdf;213668;Berge,Emil;asdfasdf;agareg;asdf;28;1964;dasdfasdf;24
12680;9617.0;2001-09-20;846.0;asdf;212681;Haukås,Frank;asdfasdf;agareg;asdf;15;1993;dasdfasdf;95
19856;4639.0;2005-09-19;1134.0;asdf;219857;Kristiansen,Phillip;asdfasdf;agareg;asdf;33;2004;dasdfasdf;48
11759;7105.0;2001-07-24;4043.0;asdf;211760;Brekke,Lotta;asdfasdf;agareg;asdf;27;1969;dasdfasdf;192
14694;8127.0;2016-03-24;9918.0;asdf;214695;Grøndahl,Sebastian;asdfasdf;agareg;asdf;13;1977;dasdfasdf;58
13011;1079.0;2002-04-11;8210.0;asdf;213012;Sivertsen,Ailo;asdfasdf;agareg;asdf;14;1978;dasdfasdf;101
11731;5048.0;2018-06-17;8352.0;asdf;211732;Andersen,Selmer;asdfasdf;agareg;asdf;5;1981;dasdfasdf;194
17569;1607.0;2003-02-18;7785.0;asdf;217570;Ellingsen,Benjamin;asdfasdf;agareg;asdf;22;1965;dasdfasdf;87
12858;9464.0;2002-11-18;4385.0;asdf;212859;Nielsen,Gabriel;asdfasdf;agareg;asdf;32;2003;dasdfasdf;18
15099;3802.0;2008-06-21;9021.0;asdf;215100;Aas,Hilde;asdfasdf;agareg;asdf;21;1972;dasdfasdf;182
15514;5309.0;1997-11-13;9843.0;asdf;215515;Jacobsen,Wilma;asdfasdf;agareg;asdf;6;2000;dasdfasdf;165
19626;4122.0;2016-09-13;3134.0;asdf;219627;Midtgård,Mathilde;asdfasdf;agareg;asdf;26;1978;dasdfasdf;184
15812;6297.0;2016-10-16;7746.0;asdf;215813;Karlsen,Theo;asdfasdf;agareg;asdf;29;1984;dasdfasdf;195
13476;5378.0;1997-11-01;6655.0;asdf;213477;Huse,Jørgen;asdfasdf;agareg;asdf;21;2002;dasdfasdf;119
14118;5598.0;2009-05-05;5212.0;asdf;214119;Somby,Selma;asdfasdf;agareg;asdf;16;2019;dasdfasdf;129
16970;1852.0;1996-12-04;4513.0;asdf;216971;Hansen,Mathias;asdfasdf;agareg;asdf;11;2000;dasdfasdf;58
11046;6136.0;2005-08-01;5633.0;asdf;211047;Selvik,Hedda;asdfasdf;agareg;asdf;20;1961;dasdfasdf;125
18454;3584.0;1995-04-12;4660.0;asdf;218455;Wang,Oda;asdfasdf;agareg;asdf;14;1973;dasdfasdf;55
19996;282.0;2010-10-12;6806.0;asdf;219997;Skrede,Henny;asdfasdf;agareg;asdf;14;2001;dasdfasdf;193
10600;6295.0;2006-08-24;8739.0;asdf;210601;Lillestøl,Jennie;asdfasdf;agareg;asdf;28;2006;dasdfasdf;24
17493;1593.0;2010-03-09;645.0;asdf;217494;Larsen,Elliot;asdfasdf;agareg;asdf;28;1966;dasdfasdf;116
18307;3174.0;2014-10-08;6037.0;asdf;218308;Roland,Magnus;asdfasdf;agareg;asdf;31;1965;dasdfasdf;11
14171;6482.0;2018-02-11;161.0;asdf;214172;Stadheim,Anders;asdfasdf;agareg;asdf;19;1971;dasdfasdf;124
13920;9617.0;2008-03-08;1589.0;asdf;213921;Lien,Sean;asdfasdf;agareg;asdf;13;2013;dasdfasdf;101
15869;1289.0;1998-01-05;5375.0;asdf;215870;Wang,Kristian;asdfasdf;agareg;asdf;35;1966;dasdfasdf;133
15792;9346.0;2006-08-06;2601.0;asdf;215793;Moi,Sigrid;asdfasdf;agareg;asdf;9;2000;dasdfasdf;5
12782;6130.0;2014-01-07;3887.0;asdf;212783;Habbestad,Liam;asdfasdf;agareg;asdf;29;1962;dasdfasdf;22
18765;6245.0;2003-05-01;4608.0;asdf;218766;Einvik,Sebastian;asdfasdf;agareg;asdf;30;2014;dasdfasdf;176
10747;199.0;2012-11-11;9797.0;asdf;210748;Hestvik,Emrik;asdfasdf;agareg;asdf;5;1966;dasdfasdf;32
14540;5307.0;2011-09-14;8523.0;asdf;214541;Helgeland,Jonas;asdfasdf;agareg;asdf;33;1962;dasdfasdf;53
17427;6798.0;2007-12-21;3700.0;asdf;217428;Larsen,Samuel;asdfasdf;agareg;asdf;16;1976;dasdfasdf;176
16261;1606.0;2015-02-10;8722.0;asdf;216262;Berg,Didrik;asdfasdf;agareg;asdf;25;1988;dasdfasdf;69
19286;9623.0;1998-11-02;8182.0;asdf;219287;Moe,Frida;asdfasdf;agareg;asdf;30;2014;dasdfasdf;70
11316;5851.0;2003-04-28;9530.0;asdf;211317;Takvam,Eline;asdfasdf;agareg;asdf;19;1995;dasdfasdf;22
15332;1142.0;2006-07-06;3476.0;asdf;215333;Borg,Leander;asdfasdf;agareg;asdf;27;1970;dasdfasdf;104
13428;7582.0;2002-01-11;9408.0;asdf;213429;Hansen,Isabel;asdfasdf;agareg;asdf;9;2018;dasdfasdf;49
18472;5814.0;2005-07-17;8975.0;asdf;218473;Karlsen,Mathias;asdfasdf;agareg;asdf;19;1979;dasdfasdf;147
11026;3445.0;2002-03-27;483.0;asdf;211027;Breivik,Marcus;asdfasdf;agareg;asdf;35;1968;dasdfasdf;151
14004;2348.0;2014-01-04;117.0;asdf;214005;Jørstad,Jonas;asdfasdf;agareg;asdf;13;1973;dasdfasdf;133
19999;3793.0;1998-11-22;656.0;asdf;220000;Meland,Markus;asdfasdf;agareg;asdf;12;1962;dasdfasdf;11
15590;5099.0;2001-10-16;4845.0;asdf;215591;Stene,Savannah;asdfasdf;agareg;asdf;5;1962;dasdfasdf;135
12455;6859.0;2013-01-22;6861.0;asdf;212456;Syversen,Simon;asdfasdf;agareg;asdf;13;1980;dasdfasdf;125
16079;6971.0;2015-09-14;4131.0;asdf;216080;Sagen,Theo;asdfasdf;agareg;asdf;25;1961;dasdfasdf;49
17418;1999.0;1995-03-17;4762.0;asdf;217419;Sivertsen,Emilie;asdfasdf;agareg;asdf;10;2003;dasdfasdf;9
11985;9426.0;2002-01-16;3902.0;asdf;211986;Viddal,Celine;asdfasdf;agareg;asdf;32;1966;dasdfasdf;119
10017;709.0;2012-11-19;2449.0;asdf;210018;Nilsen,Adrian;asdfasdf;agareg;asdf;16;2006;dasdfasdf;88
